CIF,CUSTOMERTYPE,BIRTHDATE,POSTALCODE
4587721,1,12/15/2022 18:48,1671813814
4587762,1,12/15/2022 18:59,1765649157
4588034,1,12/15/2022 19:01,9417863395
4588083,1,12/15/2022 19:01,1784987383
4588729,1,12/15/2022 18:34,8186784191
4588869,1,12/15/2022 18:50,1361675554
4589529,1,12/15/2022 18:47,3197844638
4589743,1,12/15/2022 18:47,7617765139
4590535,1,12/15/2022 18:33,1677776153
4590980,1,12/15/2022 19:01,7919759541
4591798,1,12/15/2022 18:50,1439714768
4592382,1,12/15/2022 18:47,3145657351
4595203,1,12/15/2022 18:50,3265552147
4595807,1,12/15/2022 19:01,4717589153
4596870,1,12/15/2022 18:50,3815184137
4597134,1,12/15/2022 18:38,4718785391
4598009,1,12/15/2022 19:05,4185633163
4598215,1,12/15/2022 18:34,7473134979
4598926,1,12/15/2022 19:01,6719963157
4599544,1,12/15/2022 18:33,7891733873
4602363,1,12/15/2022 18:32,1111111111
4602413,1,12/15/2022 18:33,1111111111
4603965,1,12/15/2022 19:05,3198831988
4604674,1,12/15/2022 18:50,7918643885
4604948,1,12/15/2022 18:47,8814644643
4605010,1,12/15/2022 18:47,8815688489
4605333,1,12/15/2022 18:33,8817764115
4605341,1,12/15/2022 18:33,8847177835
4605739,1,12/15/2022 18:59,6961843153
4607099,1,12/15/2022 19:01,894144466
4607156,1,12/15/2022 18:47,8917786189
4607198,1,12/15/2022 18:52,8916755157
4611216,1,12/15/2022 18:47,4717659338
4613360,1,12/15/2022 18:47,9817777999
4613444,1,12/15/2022 18:33,3159757771
4613626,1,12/15/2022 18:54,9817777548
4613667,1,12/15/2022 18:54,9817795477
4613675,1,12/15/2022 18:54,
4613683,1,12/15/2022 18:33,
4614269,1,12/15/2022 18:54,7514995371
4614798,1,12/15/2022 19:01,7981855589
4620233,1,12/15/2022 18:54,6714619714
4620571,1,12/15/2022 18:47,1234567890
4621405,1,12/15/2022 19:02,6714898981
4622155,1,12/15/2022 19:01,6715833634
4622387,1,12/15/2022 19:01,7917644217
4622791,1,12/15/2022 18:50,4556455657
4623781,1,12/15/2022 18:47,
4623930,1,12/15/2022 18:50,1587755631
4624748,1,12/15/2022 19:05,7617939199
4624862,1,12/15/2022 18:47,5711111111
4628137,1,12/15/2022 18:47,1839659166
4629531,1,12/15/2022 18:50,4169718735
4629903,1,12/15/2022 19:01,4169718735
4630208,1,12/15/2022 18:47,7471483133
4630729,1,12/15/2022 18:48,7178887141
4633947,1,12/15/2022 18:52,4913969139
4633962,1,12/15/2022 18:52,6361843839
4634135,1,12/15/2022 18:54,1111111111
4637518,1,12/15/2022 18:54,1939767753
4640165,1,12/15/2022 18:38,8143133419
4642013,1,12/15/2022 18:37,8199633991
4642286,1,12/15/2022 18:26,1338835531
4643276,1,12/15/2022 18:38,8561835433
4644233,1,12/15/2022 19:03,9816935345
4647269,1,12/15/2022 18:26,9187113111
4647657,1,12/15/2022 19:03,9617779577
4647871,1,12/15/2022 19:03,9335544676
4648127,1,12/15/2022 19:05,9154854214
4648614,1,12/15/2022 18:37,
4648804,1,12/15/2022 18:38,9419833631
4649505,1,12/15/2022 18:38,3817746531
4650867,1,12/15/2022 18:43,1655876581
4652236,1,12/15/2022 18:52,1839659166
4652491,1,12/15/2022 18:38,1696719313
4652699,1,12/15/2022 18:54,8761698481
4654034,1,12/15/2022 18:26,1393933835
4654893,1,12/15/2022 18:38,1439955931
4656591,1,12/15/2022 18:41,1981614361
4657045,1,12/15/2022 18:23,4717164143
4657367,1,12/15/2022 19:03,3514764561
4657995,1,12/15/2022 18:31,7591847319
4658688,1,12/15/2022 18:28,5613833888
4659108,1,12/15/2022 19:05,1846758339
4659918,1,12/15/2022 18:41,5619833839
4660411,1,12/15/2022 19:03,1598987814
4661385,1,12/15/2022 18:38,3818665881
4666285,1,12/15/2022 18:41,3813751191
4667275,1,12/15/2022 18:31,3819736656
4668349,1,12/15/2022 18:41,8917157193
4668943,1,12/15/2022 18:37,7591618346
4669347,1,12/15/2022 18:41,4919945181
4669685,1,12/15/2022 18:26,1643744713
4670600,1,12/15/2022 18:25,4918966611
4670626,1,12/15/2022 18:34,7591335674
4670717,1,12/15/2022 18:31,4918556112
4670923,1,12/15/2022 18:34,4981833181
4671665,1,12/15/2022 18:41,1576939711
4672218,1,12/15/2022 18:54,8861874877
4672721,1,12/15/2022 18:23,4514854987
4672788,1,12/15/2022 18:41,1457774464
4672986,1,12/15/2022 18:26,9513633118
4673091,1,12/15/2022 18:41,9157768998
4673349,1,12/15/2022 18:54,9179943316
4673448,1,12/15/2022 18:31,9613653191
4674024,1,12/15/2022 18:38,8813978935
4674081,1,12/15/2022 18:38,9147965111
4674164,1,12/15/2022 18:38,9313836749
4674248,1,12/15/2022 19:05,9149617166
4674511,1,12/15/2022 19:02,6814996878
4675369,1,12/15/2022 18:54,7955174398
4676003,1,12/15/2022 18:41,7591895375
4676722,1,12/15/2022 18:31,4156718855
4679759,1,12/15/2022 18:41,9817717693
4679999,1,12/15/2022 18:52,9415974419
4681359,1,12/15/2022 18:55,5619747164
4683918,1,12/15/2022 18:53,3717737191
4684791,1,12/15/2022 18:55,5713184587
4684890,1,12/15/2022 18:55,5717787141
4685368,1,12/15/2022 18:21,1974915614
4685624,1,12/15/2022 18:53,1133854513
4685814,1,12/15/2022 18:53,1668618199
4687281,1,12/15/2022 18:44,3146614789
4688016,1,12/15/2022 18:55,1111111111
4690244,1,12/15/2022 18:21,1234567890
4693180,1,12/15/2022 18:25,3716138655
4693883,1,12/15/2022 18:53,5719157843
4694170,1,12/15/2022 18:48,1985864765
4694238,1,12/15/2022 18:48,1913674747
4694915,1,12/15/2022 19:04,1483915196
4694964,1,12/15/2022 18:53,7591684964
4695011,1,12/15/2022 18:36,5738144331
4696662,1,12/15/2022 18:40,7581975671
4697744,1,12/15/2022 18:48,1761995353
4698387,1,12/15/2022 18:53,7915869165
4701074,1,12/15/2022 18:21,9718967198
4701173,1,12/15/2022 18:21,9717817595
4701645,1,12/15/2022 18:52,1131847666
4701751,1,12/15/2022 18:52,3615689159
4701801,1,12/15/2022 18:52,1868753981
4701892,1,12/15/2022 18:52,3168854948
4702528,1,12/15/2022 18:21,1671948611
4702973,1,12/15/2022 18:20,1419744841
4703211,1,12/15/2022 18:20,1868735669
4703815,1,12/15/2022 18:48,1418614414
4704227,1,12/15/2022 18:42,1635733171
4704318,1,12/15/2022 18:42,1857762876
4704342,1,12/15/2022 18:42,1786838671
4704425,1,12/15/2022 18:55,1396173866
4704581,1,12/15/2022 18:42,1564616611
4705463,1,12/15/2022 19:03,8177815541
4705620,1,12/15/2022 18:20,3751965451
4706156,1,12/15/2022 18:20,1375663933
4706529,1,12/15/2022 18:46,1379758698
4706677,1,12/15/2022 18:46,1651133434
4707493,1,12/15/2022 18:42,1354888331
4709960,1,12/15/2022 18:48,9813874414
4710034,1,12/15/2022 18:41,3419885196
4710216,1,12/15/2022 18:21,1474936511
4711578,1,12/15/2022 19:03,6816654181
4711875,1,12/15/2022 19:03,1659778544
4713756,1,12/15/2022 18:24,3519848677
4714515,1,12/15/2022 18:54,9819896598
4714523,1,12/15/2022 18:54,8186744186
4714705,1,12/15/2022 19:03,6816957814
4714853,1,12/15/2022 19:03,3814954366
4714887,1,12/15/2022 19:03,1154844316
4715462,1,12/15/2022 18:53,1389745511
4715868,1,12/15/2022 18:55,8941975355
4717930,1,12/15/2022 19:03,4771176851
4718243,1,12/15/2022 19:03,8176343366
4718946,1,12/15/2022 18:55,9745179693
4720041,1,12/15/2022 18:53,7933134465
4720850,1,12/15/2022 18:54,9719814775
4722351,1,12/15/2022 18:52,3717833646
4722575,1,12/15/2022 18:38,7591718918
4722658,1,12/15/2022 18:48,1318845381
4723961,1,12/15/2022 19:04,9818766535
4724522,1,12/15/2022 18:54,9718864719
4724670,1,12/15/2022 18:25,3313846894
4724878,1,12/15/2022 18:25,9717614576
4725206,1,12/15/2022 18:55,1458985741
4725321,1,12/15/2022 18:52,9773157655
4725800,1,12/15/2022 18:52,1688715171
4725909,1,12/15/2022 19:01,9815789981
4726055,1,12/15/2022 18:21,4617644586
4726956,1,12/15/2022 18:25,4518717131
4727210,1,12/15/2022 18:53,1765645167
4727566,1,12/15/2022 18:55,6465183654
4727731,1,12/15/2022 18:25,7515676551
4727780,1,12/15/2022 18:26,7516783144
4728093,1,12/15/2022 18:53,1966814111
4728127,1,12/15/2022 18:53,1894737893
4728242,1,12/15/2022 18:52,1677845193
4728440,1,12/15/2022 18:53,5157679967
4728614,1,12/15/2022 18:38,3717737223
4729166,1,12/15/2022 18:21,1357995411
4729174,1,12/15/2022 18:21,5514999965
4730362,1,12/15/2022 18:45,1478885156
4731204,1,12/15/2022 18:37,4883114857
4731303,1,12/15/2022 18:37,3713833345
4731998,1,12/15/2022 18:52,7777777777
4733176,1,12/15/2022 18:53,7614663586
4733754,1,12/15/2022 18:42,1643883676
4733770,1,12/15/2022 18:42,1839649498
4734455,1,12/15/2022 18:41,7581614633
4735130,1,12/15/2022 18:55,4758164186
4737102,1,12/15/2022 19:05,1461983713
4739751,1,12/15/2022 18:42,1636937113
4740130,1,12/15/2022 19:05,3175976145
4740569,1,12/15/2022 18:37,1464755341
4740635,1,12/15/2022 18:37,9694136967
4742953,1,12/15/2022 18:33,1114737115
4743258,1,12/15/2022 19:03,1949916394
4743357,1,12/15/2022 19:03,7593145331
4743530,1,12/15/2022 19:05,7619643411
4743563,1,12/15/2022 19:05,7761634989
4743688,1,12/15/2022 19:05,4717167761
4744025,1,12/15/2022 18:41,1431644441
4744470,1,12/15/2022 18:55,5613758191
4744538,1,12/15/2022 18:52,1656946683
4744595,1,12/15/2022 18:52,5613843745
4744801,1,12/15/2022 18:52,1469689396
4745360,1,12/15/2022 18:25,1875616997
4745527,1,12/15/2022 18:53,6816713499
4745873,1,12/15/2022 18:54,1786865671
4746855,1,12/15/2022 18:37,1651817585
4747077,1,12/15/2022 18:37,1677888983
4747242,1,12/15/2022 18:53,1188938513
4747507,1,12/15/2022 18:53,1447853693
4747762,1,12/15/2022 18:52,7133953515
4747853,1,12/15/2022 18:52,1688716694
4747903,1,12/15/2022 18:52,3381973379
4748117,1,12/15/2022 18:21,1647943616
4748208,1,12/15/2022 18:21,1678913418
4748224,1,12/15/2022 18:21,1945995311
4748638,1,12/15/2022 18:25,4195991379
4749065,1,12/15/2022 18:26,1486783551
4750287,1,12/15/2022 18:45,7916773714
4751251,1,12/15/2022 18:21,1784896971
4751392,1,12/15/2022 18:25,1935984738
4751400,1,12/15/2022 18:25,4915734199
4751897,1,12/15/2022 18:52,1388853665
4752465,1,12/15/2022 18:26,1975664654
4752572,1,12/15/2022 18:26,1711875475
4752606,1,12/15/2022 18:26,1193737511
4752614,1,12/15/2022 18:26,1165733721
4752622,1,12/15/2022 18:26,1234567899
4752986,1,12/15/2022 19:05,
4758678,1,12/15/2022 18:31,3715977587
4761367,1,12/15/2022 18:23,6817811111
4762100,1,12/15/2022 18:39,1556933513
4762183,1,12/15/2022 19:03,1436944581
4762555,1,12/15/2022 18:54,1317665467
4763264,1,12/15/2022 18:45,1951813596
4763348,1,12/15/2022 18:48,1318744758
4763603,1,12/15/2022 18:48,1481645396
4763827,1,12/15/2022 18:52,5613984883
4764924,1,12/15/2022 18:30,1365796171
4766879,1,12/15/2022 18:48,8719644935
4767125,1,12/15/2022 18:53,1486787811
4767521,1,12/15/2022 18:26,1719894891
4767927,1,12/15/2022 19:05,1456877466
4769451,1,12/15/2022 18:45,1467615313
4769642,1,12/15/2022 18:45,96174
4769766,1,12/15/2022 18:46,9813794971
4770632,1,12/15/2022 18:41,1765835678
4771093,1,12/15/2022 18:26,1687813813
4771267,1,12/15/2022 19:05,1111111111
4771374,1,12/15/2022 19:05,1739613818
4771515,1,12/15/2022 18:21,1851773881
4771796,1,12/15/2022 18:25,4896166871
4772042,1,12/15/2022 18:25,1481737651
4773735,1,12/15/2022 18:41,1983673581
4776878,1,12/15/2022 18:45,1111111111
4778007,1,12/15/2022 18:56,9619146771
4778106,1,12/15/2022 18:37,4513715135
4778601,1,12/15/2022 18:46,7515819795
4780219,1,12/15/2022 18:52,6617968644
4780532,1,12/15/2022 18:52,1459736711
4780631,1,12/15/2022 18:46,1645773811
4780649,1,12/15/2022 18:46,1775694737
4780755,1,12/15/2022 18:26,3413635678
4780920,1,12/15/2022 18:46,7591461917
4781563,1,12/15/2022 18:31,4713654486
4781779,1,12/15/2022 18:46,9817743448
4783650,1,12/15/2022 18:26,1915975111
4785101,1,12/15/2022 18:42,3713189446
4786323,1,12/15/2022 18:32,1489643775
4786968,1,12/15/2022 18:46,1
4789095,1,12/15/2022 18:20,1861776863
4789111,1,12/15/2022 18:20,4515674641
4790416,1,12/15/2022 18:56,1418643474
4790531,1,12/15/2022 18:56,1438837591
4790663,1,12/15/2022 18:56,1966834944
4791158,1,12/15/2022 18:54,3413686699
4792891,1,12/15/2022 18:48,1371648534
4794889,1,12/15/2022 18:42,1494843941
4795837,1,12/15/2022 18:48,3169113368
4796314,1,12/15/2022 18:42,1986963911
4799110,1,12/15/2022 19:06,1466874317
4802336,1,12/15/2022 18:42,3715846451
4802583,1,12/15/2022 18:54,1419943698
4802591,1,12/15/2022 18:42,1419943698
4804050,1,12/15/2022 18:21,1677899774
4804530,1,12/15/2022 18:50,5178775951
4805404,1,12/15/2022 18:42,1684916667
4806329,1,12/15/2022 18:55,1473913153
4807244,1,12/15/2022 18:35,1769916149
4807657,1,12/15/2022 18:46,5146658593
4810396,1,12/15/2022 18:42,1944983418
4810420,1,12/15/2022 18:42,9163794613
4813499,1,12/15/2022 18:45,1948816418
4814067,1,12/15/2022 18:48,7166734654
4815213,1,12/15/2022 18:24,6187774114
4815296,1,12/15/2022 18:24,1393933967
4815346,1,12/15/2022 18:24,1393933967
4816021,1,12/15/2022 18:52,3815955988
4818852,1,12/15/2022 18:53,9819788631
4819769,1,12/15/2022 18:45,7376176684
4820247,1,12/15/2022 18:46,9717913441
4820643,1,12/15/2022 18:48,5513968445
4821674,1,12/15/2022 18:52,1644667364
4821765,1,12/15/2022 18:24,1676897171
4823126,1,12/15/2022 18:46,8719718977
4824140,1,12/15/2022 18:42,1373859413
4824843,1,12/15/2022 18:46,1655636716
4825709,1,12/15/2022 18:26,4617194936
4826566,1,12/15/2022 18:35,8618889133
4826806,1,12/15/2022 18:54,1156835855
4826848,1,12/15/2022 18:54,1436833161
4827101,1,12/15/2022 18:54,6174663834
4828414,1,12/15/2022 18:34,1987813841
4828703,1,12/15/2022 18:26,1614734711
4828901,1,12/15/2022 18:50,4617734993
4829164,1,12/15/2022 18:36,1478798663
4829651,1,12/15/2022 18:56,8896136311
4829842,1,12/15/2022 18:54,3417715176
4830089,1,12/15/2022 18:54,4343134185
4832580,1,12/15/2022 18:51,4546159893
4832689,1,12/15/2022 18:56,1653988868
4833125,1,12/15/2022 18:54,7593774172
4833836,1,12/15/2022 18:54,1451975711
4834172,1,12/15/2022 18:51,3313674384
4834354,1,12/15/2022 18:53,4983155449
4835146,1,12/15/2022 18:34,1667745361
4835278,1,12/15/2022 18:26,8143183894
4837332,1,12/15/2022 18:39,1371656594
4837860,1,12/15/2022 18:23,4983156339
4839171,1,12/15/2022 18:53,7591198733
4839361,1,12/15/2022 18:54,7591998733
4839742,1,12/15/2022 18:56,8169763661
4840518,1,12/15/2022 18:53,1685844813
4840591,1,12/15/2022 18:53,1518965311
4841227,1,12/15/2022 18:26,1673646116
4841672,1,12/15/2022 18:40,1374787365
4843256,1,12/15/2022 18:26,6616634364
4843884,1,12/15/2022 18:23,3183843343
4843967,1,12/15/2022 18:55,1731643191
4844353,1,12/15/2022 18:23,8718813533
4844759,1,12/15/2022 18:26,1474954346
4845582,1,12/15/2022 18:53,7591135985
4846382,1,12/15/2022 18:36,8817916593
4846507,1,12/15/2022 18:34,6517649159
4847828,1,12/15/2022 18:23,1655696193
4849857,1,12/15/2022 18:54,1645654514
4850335,1,12/15/2022 18:23,6519664531
4850921,1,12/15/2022 18:34,8198186631
4850947,1,12/15/2022 18:49,1455774513
4852091,1,12/15/2022 18:36,4979139593
4852117,1,12/15/2022 18:36,6155865751
4853248,1,12/15/2022 18:56,4519657198
4854543,1,12/15/2022 18:51,33934818
4855631,1,12/15/2022 18:23,1474984854
4856274,1,12/15/2022 18:54,1736655933
4856522,1,12/15/2022 18:54,1967763853
4856795,1,12/15/2022 18:56,6848116139
4856829,1,12/15/2022 18:56,3186867374
4857058,1,12/15/2022 18:38,8719788156
4857439,1,12/15/2022 18:34,4714757368
4857520,1,12/15/2022 18:23,1476939767
4860730,1,12/15/2022 18:26,4193983348
4862553,1,12/15/2022 18:54,8716711346
4862629,1,12/15/2022 18:54,3818771319
4863486,1,12/15/2022 18:39,8166734674
4863676,1,12/15/2022 18:39,1474949145
4863783,1,12/15/2022 18:39,3514966696
4865150,1,12/15/2022 18:39,1663617563
4865648,1,12/15/2022 18:56,3514966693
4866026,1,12/15/2022 18:54,8196665585
4867271,1,12/15/2022 18:23,9613736571
4867941,1,12/15/2022 18:52,151894631
4870069,1,12/15/2022 18:39,3883988661
4870242,1,12/15/2022 18:39,7617693917
4873089,1,12/15/2022 18:39,2850093270
4873659,1,12/15/2022 18:35,1443733718
4873725,1,12/15/2022 18:54,1991633554
4874194,1,12/15/2022 18:39,3351774643
4874293,1,12/15/2022 18:44,3135686643
4874319,1,12/15/2022 18:44,1111111111
4874566,1,12/15/2022 18:50,
4874939,1,12/15/2022 18:24,3198835648
4875266,1,12/15/2022 18:38,3135686391
4875472,1,12/15/2022 18:36,9816853557
4876843,1,12/15/2022 18:43,1676888363
4877783,1,12/15/2022 18:47,7591774777
4879540,1,12/15/2022 18:42,8719679589
4879714,1,12/15/2022 18:40,8719684699
4880092,1,12/15/2022 18:41,1345914784
4881793,1,12/15/2022 18:36,1175819711
4881801,1,12/15/2022 18:36,8714616393
4882049,1,12/15/2022 18:43,4845188147
4882882,1,12/15/2022 19:06,6616634364
4882965,1,12/15/2022 18:43,7514153484
4883724,1,12/15/2022 18:44,4587166654
4884656,1,12/15/2022 18:27,9619745746
4886339,1,12/15/2022 18:36,4153918939
4886578,1,12/15/2022 18:43,3319655361
4887584,1,12/15/2022 18:27,1446813711
4888640,1,12/15/2022 18:42,1376867557
4888673,1,12/15/2022 18:36,1914963553
4888699,1,12/15/2022 18:42,1914963753
4888707,1,12/15/2022 18:39,1914963553
4888723,1,12/15/2022 18:40,1914963553
4888970,1,12/15/2022 18:40,9613915599
4889481,1,12/15/2022 18:43,1655847114
4889952,1,12/15/2022 18:44,7591744336
4890604,1,12/15/2022 18:42,9814719371
4891784,1,12/15/2022 18:42,9619637737
4892279,1,12/15/2022 18:40,1938794441
4892667,1,12/15/2022 18:36,3514785741
4893186,1,12/15/2022 18:44,1494949181
4893392,1,12/15/2022 18:24,4615116867
4895314,1,12/15/2022 18:40,1487663684
4895371,1,12/15/2022 18:52,4719175965
4895397,1,12/15/2022 18:52,7591895815
4895868,1,12/15/2022 18:52,8717878341
4895892,1,12/15/2022 18:43,1784757671
4896411,1,12/15/2022 18:44,7591195194
4896718,1,12/15/2022 18:40,7891641417
4896783,1,12/15/2022 18:40,4518955853
4897195,1,12/15/2022 18:56,1
4897641,1,12/15/2022 18:41,1474948961
4897807,1,12/15/2022 18:41,1981965853
4899043,1,12/15/2022 18:43,8176945781
4899779,1,12/15/2022 18:24,1457883118
4899852,1,12/15/2022 19:04,1948745313
4900114,1,12/15/2022 18:24,4736118636
4901062,1,12/15/2022 18:46,1377687113
4901187,1,12/15/2022 18:39,9718936576
4901435,1,12/15/2022 18:42,1146864114
4901740,1,12/15/2022 18:27,195
4902045,1,12/15/2022 18:43,5713878643
4903944,1,12/15/2022 18:41,1983837511
4903977,1,12/15/2022 18:41,7617954553
4904132,1,12/15/2022 18:39,1457815453
4909578,1,12/15/2022 18:50,1157874111
4909875,1,12/15/2022 18:41,1915813715
4911988,1,12/15/2022 18:44,1377687843
4912176,1,12/15/2022 18:44,7915647467
4912572,1,12/15/2022 18:44,1979635954
4912754,1,12/15/2022 18:24,1944993353
4912838,1,12/15/2022 18:44,9816973362
4913695,1,12/15/2022 18:24,5376154877
4913844,1,12/15/2022 18:24,1448963313
4914719,1,12/15/2022 18:27,4913916895
4915633,1,12/15/2022 18:44,5657164454
4915658,1,12/15/2022 18:44,1486787811
4916110,1,12/15/2022 18:41,8916883936
4916656,1,12/15/2022 18:24,8917656573
4916698,1,12/15/2022 18:44,1915684313
4916813,1,12/15/2022 18:44,4613685649
4917142,1,12/15/2022 18:24,1474785541
4919544,1,12/15/2022 18:39,1195817161
4920765,1,12/15/2022 18:44,4815678459
4921185,1,12/15/2022 18:40,1656468381
4922753,1,12/15/2022 18:41,1
4922902,1,12/15/2022 18:49,9417783756
4922936,1,12/15/2022 18:39,1681815115
4923199,1,12/15/2022 18:39,5167774713
4923785,1,12/15/2022 18:42,1646744331
4925764,1,12/15/2022 18:39,9817958859
4926176,1,12/15/2022 18:39,1511917413
4926952,1,12/15/2022 18:42,9817675554
4928065,1,12/15/2022 18:53,3818733195
4929170,1,12/15/2022 18:41,6515976176
4929667,1,12/15/2022 18:39,7616819357
4929683,1,12/15/2022 18:39,7617954553
4930509,1,12/15/2022 18:40,9653113351
4931044,1,12/15/2022 18:23,7618153533
4931424,1,12/15/2022 18:53,9616688635
4931812,1,12/15/2022 18:23,7613717155
4931937,1,12/15/2022 18:54,7617733976
4932380,1,12/15/2022 18:54,7614758565
4933222,1,12/15/2022 18:42,
4933537,1,12/15/2022 18:42,7619774676
4934311,1,12/15/2022 18:53,8944153118
4935748,1,12/15/2022 18:41,8713943731
4936159,1,12/15/2022 18:36,3187155497
4936480,1,12/15/2022 18:42,1511736185
4936613,1,12/15/2022 18:42,1875915541
4936670,1,12/15/2022 18:40,135664983
4936746,1,12/15/2022 18:42,1815693884
4936910,1,12/15/2022 18:40,1417713571
4937009,1,12/15/2022 18:39,1483663388
4937405,1,12/15/2022 18:53,3686111916
4937694,1,12/15/2022 18:53,1693934464
4938031,1,12/15/2022 18:57,3354719345
4938056,1,12/15/2022 18:43,1486767451
4938403,1,12/15/2022 18:54,1335653381
4938551,1,12/15/2022 18:54,1356944761
4938874,1,12/15/2022 18:39,1363787574
4938882,1,12/15/2022 18:39,1655693473
4939039,1,12/15/2022 18:41,1819654938
4939104,1,12/15/2022 18:39,1688636913
4939237,1,12/15/2022 18:39,1474934991
4939435,1,12/15/2022 18:39,1593647711
4939815,1,12/15/2022 18:42,1616684565
4940193,1,12/15/2022 18:41,3314683314
4940276,1,12/15/2022 18:51,1637966661
4940508,1,12/15/2022 18:51,1157833888
4940532,1,12/15/2022 18:51,1846945635
4940565,1,12/15/2022 18:36,1935958153
4940623,1,12/15/2022 18:51,1983944115
4940706,1,12/15/2022 18:51,6817787331
4941738,1,12/15/2022 18:41,1356616774
4941894,1,12/15/2022 18:54,1687647313
4942207,1,12/15/2022 18:39,1835753597
4942454,1,12/15/2022 18:39,1354757534
4942645,1,12/15/2022 18:39,111111111
4942710,1,12/15/2022 18:42,1368965871
4942959,1,12/15/2022 18:42,
4943106,1,12/15/2022 18:39,1116714588
4943114,1,12/15/2022 18:41,1384644491
4943411,1,12/15/2022 18:42,3397314154
4943528,1,12/15/2022 19:05,3176649395
4943841,1,12/15/2022 18:51,1175964463
4943932,1,12/15/2022 18:54,1315644793
4944104,1,12/15/2022 18:40,1655697368
4944385,1,12/15/2022 18:43,1475734141
4944625,1,12/15/2022 18:43,1234567891
4944732,1,12/15/2022 18:43,1957977319
4944856,1,12/15/2022 18:43,1883885837
4945341,1,12/15/2022 18:41,1373883551
4945358,1,12/15/2022 18:41,1656857495
4945614,1,12/15/2022 18:39,1234567891
4946174,1,12/15/2022 18:54,1339874785
4946810,1,12/15/2022 18:39,1448983361
4946869,1,12/15/2022 18:56,1761673561
4946901,1,12/15/2022 18:56,1635865813
4947230,1,12/15/2022 18:40,1919847184
4947636,1,12/15/2022 19:01,1685774378
4947917,1,12/15/2022 18:43,3178733539
4947982,1,12/15/2022 18:43,1344894514
4948055,1,12/15/2022 18:52,1473115117
4948246,1,12/15/2022 18:54,1446954313
4948337,1,12/15/2022 18:43,1593647619
